Age,Date,A,B,C,D,E
15,1990-09-24,540.9,426.5,,796.2,
54,1993-08-01,,444.2,963.8,,
53,2012-05-11,1074.7,651.1,,1558.6,
23,1992-07-22,,409.7,863.7,,
51,1992-01-28,576.8,,,,
21,1979-02-25,,250.4,596.8,473.9,
61,2008-05-05,,,,1514.9,910.3
40,2016-03-24,,658.7,,,1148.2
23,1995-01-21,640.9,400.4,945.1,1049.8,
32,1998-11-26,,441.3,1127.1,1176.8,
56,1994-05-18,621.5,472.7,,,
59,1989-05-28,535.7,,,,680.6
55,1991-12-01,,,924.3,,
31,2001-04-10,,510.7,,1136.6,924.0
14,1981-06-29,339.8,278.4,570.2,597.7,
22,2007-07-26,,617.0,,1359.4,919.2
14,2010-12-10,,634.1,,1364.1,
37,1998-04-25,690.2,,,,840.2
48,1990-08-20,564.1,,,906.1,714.3
31,2006-12-17,,,1413.1,,
44,2008-03-10,,,1279.2,,
63,2015-10-14,1198.7,714.5,,,
33,2007-11-19,1062.8,,,,955.3
64,1986-02-16,464.0,373.1,,765.5,
17,1972-11-07,,174.0,379.4,,487.1
58,1990-11-18,643.8,398.3,884.4,792.8,767.2
44,1982-12-15,,,617.9,600.1,
23,1988-12-16,,,795.6,,
36,1982-09-22,,298.3,,648.4,544.6
56,1971-05-03,138.8,157.1,,,425.2
27,1997-06-29,684.8,512.5,,,859.6
41,1990-01-10,567.8,,865.0,782.3,745.0
22,1992-09-13,,377.4,,,
33,1987-03-31,,377.3,,,
25,1985-10-19,501.3,,,759.6,
40,1982-10-05,,,617.7,,
15,1988-03-27,567.0,,721.9,773.1,
33,1978-08-06,,243.2,536.7,,575.2
30,1998-07-03,777.8,516.3,,1176.4,
63,1981-08-04,,264.9,643.1,603.7,
23,1987-09-01,538.0,,729.4,,687.5
22,1977-07-06,290.5,218.7,,,
62,2018-01-05,,757.4,,1571.4,1181.5
25,2014-11-25,1116.4,690.3,1531.9,1591.0,
61,1978-05-28,,268.5,553.6,497.5,
41,1992-05-14,,,829.2,,
62,1998-07-22,,463.1,,1106.8,792.2
16,1976-06-06,,221.5,474.1,,
26,1971-01-08,,,323.6,246.7,391.5
29,1985-11-13,,315.7,679.6,670.2,620.4
30,1992-02-03,562.3,,940.1,,
48,2011-03-13,,,1301.5,1514.5,
59,1980-07-20,,264.5,579.6,492.3,602.5
57,2011-07-02,1157.3,,1539.8,1499.2,1095.6
22,1979-04-14,,277.6,537.0,,
42,1997-07-31,737.5,517.4,,1040.5,
32,1990-11-14,,361.7,,840.9,
64,1988-05-04,504.4,358.7,774.2,,
59,2017-01-14,1309.0,749.3,1525.1,,
53,2018-10-29,,,,,1092.3
43,2001-09-16,,,,1151.1,
14,1970-02-03,,156.3,,,
20,1972-09-20,,198.4,,,
27,1974-06-07,204.4,,429.7,,483.0
46,2002-09-19,862.5,549.0,1146.3,,857.7
50,2015-03-02,,,1576.1,1624.3,
57,1984-10-13,,353.1,,,692.0
33,2005-11-08,,608.7,1350.8,1451.4,
52,1972-06-21,,,403.3,,
36,2003-01-02,915.2,537.3,1160.0,,956.5
34,1978-02-09,,,,499.3,
21,2002-02-26,,,1295.7,1307.6,
45,1977-10-11,269.6,237.9,,,563.2
40,1986-08-06,523.2,368.8,,749.5,664.4
64,1997-09-26,,,1095.9,,
65,1995-01-26,679.1,437.3,902.9,955.9,
18,1994-03-25,661.4,,1002.7,,
19,1996-03-15,,488.6,971.7,958.7,
62,1985-09-24,,345.2,,741.4,698.4
55,2016-09-23,1291.9,753.2,1469.9,1670.6,1137.6
63,2009-11-27,,,1286.1,1555.4,1049.0
41,1984-02-08,,320.5,673.2,624.8,
54,1981-09-15,356.9,295.5,647.7,,
59,2016-07-05,,,1425.8,1532.5,
43,1990-04-16,574.4,358.3,,,
29,1996-03-07,687.7,,1006.6,,
44,1996-01-21,658.4,,1083.9,,
37,1993-10-20,,,,,739.5
36,1992-07-12,586.3,424.7,,,771.2
15,1978-04-10,310.2,,554.4,414.7,555.7
18,2011-01-02,,647.8,,,991.5
53,1997-12-08,,491.5,,1133.0,
64,1996-04-09,744.1,498.5,,1124.3,
58,1998-10-17,810.5,472.4,1001.2,,834.4
63,1989-02-28,591.5,402.3,,,647.5
61,1980-08-03,,,596.6,528.3,515.3
48,2006-06-03,965.6,532.5,,1369.9,1057.1
61,2017-08-10,1138.6,,1640.8,,
64,2017-02-25,,,,,1045.1
19,2004-11-29,,,1151.0,,
41,1974-02-06,,207.8,,306.6,471.0
35,2017-03-22,,,,,1027.4
39,1983-01-17,395.6,,599.5,,631.4
47,2011-02-01,,,,1479.2,1030.2
17,2007-08-02,1005.9,,,,
65,1999-04-13,847.4,,,1024.4,
20,2020-08-22,,,1792.8,1616.0,1154.0
21,2008-05-11,,,,,1023.5
14,1974-04-13,,,414.7,,457.8
59,2016-08-12,,,,1549.0,1194.8
57,1979-01-04,,,525.4,486.9,505.0
28,2006-03-22,891.6,591.3,1362.9,1301.0,933.9
64,2009-01-01,,,1356.5,,989.2
39,2015-06-13,1238.9,,,1497.9,1132.5
58,2006-11-19,,,,,1024.5
28,1973-03-08,,195.7,,,
17,2019-01-18,,751.3,1755.2,1613.6,
20,1973-04-20,,183.7,390.7,329.1,
42,1995-09-03,710.2,,1095.9,,
14,2013-08-18,,,1529.3,,
29,2010-07-15,,578.1,,1358.4,
27,2017-07-19,,757.1,1725.3,,1221.5
38,1971-05-01,127.5,180.4,315.5,,394.2
29,2018-06-11,,,1482.0,1841.5,
33,1978-01-10,279.8,,517.8,,548.7
28,2016-05-11,1087.2,,1646.6,,1092.6
20,2014-01-18,,,,1650.0,
17,1987-12-19,,,732.9,,649.2
49,2008-11-14,,549.4,,1368.6,995.9
18,2017-12-17,,650.8,1502.3,,
20,2018-10-01,1208.4,,,1627.3,
51,2007-08-01,1074.1,,1362.9,1333.3,
40,1990-11-13,,,956.5,,
32,1996-11-11,,,,,795.9
14,1995-02-03,,473.5,892.8,,
31,1976-04-26,,211.1,,424.0,
21,1983-07-26,445.7,,,,627.0
38,2002-04-20,858.1,,,,
59,1984-06-25,454.4,318.1,713.1,634.8,
24,1977-06-25,,,,,532.5
32,1999-10-15,,539.1,,,843.6
42,1990-07-12,556.2,,906.3,,
56,1991-11-24,,425.6,,,
41,1992-03-10,564.1,,823.8,,
33,1991-08-03,,421.2,,,
30,1991-05-02,629.3,,872.2,829.7,751.6
66,1971-12-16,157.6,179.0,,276.1,405.3
45,2018-03-30,1336.4,,1774.6,1665.3,1177.2
48,1980-03-06,,,539.6,,
41,1994-05-30,,450.4,908.1,1034.6,782.5
43,1970-03-03,,146.1,,,
65,2008-02-21,,635.7,1348.5,1365.0,949.0
61,1975-08-06,,213.3,410.6,387.4,
52,2019-12-23,1342.6,,1542.1,1642.0,
44,1986-12-14,,365.7,803.7,,609.7
29,1997-08-18,689.9,518.4,,,
36,2019-06-08,1273.2,678.5,,1827.7,
60,1989-12-11,578.0,,,,697.6
16,1987-07-09,,327.4,718.1,,629.6
57,1970-06-22,,146.6,,226.8,
42,1987-05-08,,,799.2,697.5,710.9
21,1977-07-15,,243.5,,,
16,1998-11-19,855.1,,1178.0,1199.1,842.5
64,1972-04-04,,173.9,388.4,294.7,433.2
55,1991-12-25,653.3,417.7,837.4,,683.6
54,2014-06-16,1132.3,,,1620.5,1176.3
41,2004-01-23,984.4,514.0,,1370.4,1019.1
27,1999-11-09,,,,1236.9,
32,1973-12-04,184.4,192.4,,,
64,1994-09-10,703.0,424.6,900.4,1051.9,777.4
35,1988-03-31,,,764.0,,647.6
51,2009-08-08,943.0,580.0,,1460.5,
27,1984-12-01,424.7,,733.0,671.2,
48,1997-11-09,,,1136.2,,
54,1998-09-18,752.6,,,,
17,1987-03-05,503.8,,,741.2,602.8
21,2017-02-01,,772.8,,,
63,1988-11-26,,,,,672.8
38,1991-06-23,,373.3,930.3,919.0,
17,2003-02-22,934.5,514.7,,1166.3,899.8
41,2011-07-13,,,,1499.1,1141.8
43,2001-08-31,808.8,550.2,1137.2,,854.7
49,2013-04-06,1201.4,636.8,,,1102.2
62,2011-03-21,1085.0,638.7,,,
62,1974-11-21,,190.8,,,520.9
34,1975-03-05,210.5,,,346.8,
52,2006-02-21,985.3,550.4,1305.5,1374.5,
50,1970-07-28,,,323.7,229.0,
48,2011-03-19,,597.8,1312.4,1567.0,
39,2007-05-07,,617.6,,1487.3,935.7
65,2017-12-06,1333.5,653.2,,,
23,1990-10-23,577.8,,787.4,,671.0
18,2003-09-01,,594.9,1243.8,1349.5,
36,1999-10-26,,,1115.8,,
37,1978-08-19,274.0,245.3,,,
30,2004-02-15,,513.3,,,975.8
20,2000-11-10,883.9,476.5,,,
22,1986-10-08,487.8,,783.2,791.8,707.2
62,1983-08-23,,,698.0,594.6,635.6
41,1978-05-03,,,531.2,491.6,
42,1989-07-19,585.5,358.6,863.9,811.6,
47,1994-05-23,,,890.5,,788.2
60,2003-10-30,947.4,,1339.3,,858.2
63,1999-05-30,869.3,,,,
25,1979-08-07,,274.5,,,539.8
48,2016-02-14,,,1527.0,,1137.5
23,1999-08-14,,511.7,1144.0,,
41,1972-12-22,183.0,176.0,385.5,283.7,
26,2008-08-18,934.5,,,1445.4,1060.3
55,1979-11-22,353.6,244.6,525.8,519.4,544.9
41,1973-03-25,,,381.1,314.5,480.9
49,1993-06-25,587.8,,1009.0,979.7,
55,1970-07-02,117.0,,,204.0,369.6
39,2006-01-22,921.3,,,1279.8,888.3
41,1985-06-21,507.9,325.1,,636.2,
51,1979-10-30,324.8,279.3,542.9,,
28,2002-05-16,818.3,,,1240.6,
37,1972-02-14,,170.5,,,
18,1997-12-27,716.1,,,999.6,917.7
57,1993-05-11,,412.8,,,704.4
41,1989-11-24,,413.3,813.6,,
20,2020-08-25,1221.7,671.4,1835.4,,
29,1990-06-17,,412.8,910.1,,
59,2008-10-24,945.0,,,1464.2,
48,2015-09-04,1204.1,,,1534.9,1225.8
18,2014-05-03,,605.9,1505.2,1629.6,
29,1992-04-18,,,980.5,,717.6
62,1998-07-10,757.1,,,,918.6
46,2013-08-29,1185.5,,,1467.7,1157.2
21,1982-12-07,373.6,,604.9,633.9,603.2
61,1974-12-02,,214.0,,342.0,
33,1972-09-03,173.8,173.5,,287.1,463.5
24,1972-07-31,,,395.4,264.6,
60,2003-10-02,,,1204.0,,934.6
51,2008-05-29,,598.3,,1408.5,1089.6
30,2013-05-03,1045.7,708.3,,1537.4,
32,2000-06-28,895.0,524.4,,,791.8
67,1976-06-08,,,,,462.9
40,1985-10-16,437.4,,,726.9,
32,1999-07-03,,503.3,1143.9,1213.3,884.8
61,1978-12-05,,273.7,528.4,490.0,
52,1985-12-29,485.8,,,,
19,1990-02-17,630.5,,865.0,,
63,2015-09-27,1097.7,646.8,1660.8,1645.8,1185.4
48,1986-06-29,479.4,,764.2,655.7,605.2
62,1972-06-04,158.9,,,281.2,426.5
53,1987-07-22,,339.7,,,720.9
62,1985-10-08,,308.1,,660.7,
36,2012-06-18,,,1530.4,,1010.3
33,2009-03-06,1067.3,654.9,1506.7,1366.0,
44,2012-08-12,,,1492.6,1444.2,
26,1986-06-27,463.3,347.9,,,
56,1985-12-16,,,,,629.9
67,1974-01-28,192.2,,386.8,354.4,439.9
23,1994-06-06,609.0,448.9,,,
33,1982-07-13,,,592.1,635.5,617.0
45,1978-01-19,267.0,260.1,478.6,443.4,571.7
40,2017-04-04,1222.7,692.1,,,1140.1
61,1975-03-12,,230.7,,,474.7
37,2000-03-15,,,1066.8,,
14,2019-01-01,1154.2,,,,
56,1989-12-16,588.9,,,805.0,
40,1976-06-11,249.8,,480.4,,465.7
24,1985-04-16,495.5,320.2,656.8,641.4,
22,2011-07-20,971.2,663.1,1336.8,1426.9,
43,1991-01-24,583.8,389.6,,,
20,1977-05-08,265.4,216.0,483.9,,506.9
63,2011-10-01,,660.8,,,
37,2012-06-29,1028.0,671.6,,,
33,2016-04-26,,,1692.2,1806.8,
35,1987-03-21,458.2,,,,625.4
31,2014-01-22,1154.3,,1490.0,1659.5,1070.8
38,2013-03-15,,597.4,,,1119.3
39,1970-03-26,,162.7,336.0,206.8,
36,1983-01-05,,,715.0,,627.6
48,2017-12-08,1176.2,,1773.8,1534.7,
59,1989-03-20,,,807.2,,
34,1992-01-07,625.9,440.5,842.3,,703.3
26,2000-05-16,,537.4,,,
36,1992-03-21,573.0,,954.6,,811.4
22,2012-05-03,1062.3,,1512.6,1644.2,
24,1978-05-31,,264.8,527.8,,
41,1996-01-16,,457.0,,,775.6
14,1977-04-25,,227.8,,411.5,
58,2020-10-08,,782.3,,1703.7,
33,1976-06-04,255.4,229.2,497.5,,
64,1970-07-24,,,308.5,218.8,373.4
65,1996-10-22,666.7,459.2,,1080.6,
14,1991-08-30,,381.0,,,
33,2010-05-27,1028.4,,,,958.7
19,2020-12-12,1393.6,765.7,1671.2,,
57,1984-04-04,,,,,602.7
44,1987-08-20,475.7,353.0,795.4,,
44,1982-09-24,383.7,302.3,,,
62,1997-01-03,,426.7,,,
28,2019-05-04,,734.5,1760.4,1622.1,1257.8
45,1996-09-10,698.5,438.1,1035.1,,742.9
16,2017-02-05,1131.7,,1748.0,1803.1,1093.8
30,1983-07-25,,,,,622.2
53,1987-09-02,561.1,389.9,843.8,,
42,2020-01-10,,,,1721.6,
38,2004-12-18,,543.7,,1377.7,1028.9
52,1989-02-01,,,838.4,793.4,661.6
14,1987-12-08,565.4,,853.1,787.0,
42,2005-08-26,907.0,522.8,,,
20,1995-03-08,645.1,475.4,1051.4,1057.5,
42,1987-02-20,,328.1,767.1,,618.9
24,1985-10-03,,305.6,672.9,637.3,
64,1979-03-06,323.6,267.2,,446.4,559.1
23,2009-01-25,996.7,,1275.2,,
26,2016-12-30,,707.1,1703.3,,
58,2002-06-24,849.4,,1198.7,1320.1,
22,1998-12-05,751.7,,,1144.8,828.6
43,2001-05-29,,,,,823.6
22,1970-01-17,110.6,,296.9,,427.3
20,2008-02-13,952.4,553.0,,,1082.8
14,2009-11-04,,679.7,1326.9,1327.2,1076.4
61,1973-06-04,,176.2,373.4,331.9,450.6
23,2018-05-10,1233.1,705.3,,,
49,1989-12-22,531.4,414.6,,787.6,670.9
16,1996-10-23,763.9,459.9,,1108.1,
19,2010-12-05,,611.6,1505.9,1400.5,1100.4
41,1991-07-27,577.5,391.4,,860.3,761.0
44,1974-08-12,202.8,,426.0,315.8,
43,1999-09-02,778.8,,,1041.0,857.7
32,2004-05-29,873.2,,,,1010.9
30,1984-01-20,,,,,589.5
55,1995-12-22,,,,994.4,
41,1983-05-15,444.7,,650.4,,
58,2011-06-12,,,1521.8,1571.3,1052.5
45,1971-08-15,138.5,166.2,329.5,,
25,1990-03-20,538.6,353.0,,820.7,691.9
43,2016-04-02,,706.6,1560.4,,1118.1
25,1998-05-28,756.6,,1016.8,,
45,1977-11-21,294.6,,,441.6,
37,1972-09-11,157.6,178.5,360.4,,
41,2018-07-15,,,1491.0,1585.5,
56,1982-07-22,,,593.8,,
33,2000-04-24,,553.7,,1220.8,
18,2012-10-24,1134.5,623.4,,,
22,1978-07-01,,,,,527.9
33,2018-08-02,1245.7,,1664.1,,1215.4
53,1985-01-31,430.1,306.6,,615.3,
40,1989-12-07,,,852.9,,
44,1980-04-11,308.8,,,,
66,2009-02-14,,577.9,,1554.0,972.0
29,1977-11-02,304.9,,542.9,,
34,1981-10-16,,,646.3,557.6,555.0
16,2006-08-13,867.3,,,,
39,2017-05-01,,,,1702.1,
21,1980-01-29,318.7,,,498.3,613.7
28,1971-06-16,,,340.9,223.1,416.0
59,2017-01-12,1177.3,,1605.5,,
57,1996-11-21,800.9,,,1026.3,
43,1985-08-26,,,,693.6,
42,1991-03-28,,,,845.9,
24,2009-02-10,,619.1,,,
17,1990-04-17,,361.4,878.3,,702.0
37,2003-05-04,,,1193.9,1332.3,905.6
23,1977-09-28,284.1,,,463.6,
20,1974-07-07,224.8,,,,
31,2000-03-09,,472.8,,,
21,2000-05-03,887.1,551.6,,1180.0,796.0
37,2019-10-12,1350.8,718.7,1716.3,,
51,1994-03-26,670.2,433.7,,904.3,814.1
23,1992-11-16,,406.0,992.8,,
50,1979-02-01,303.5,256.5,,531.0,499.2
37,1998-02-04,800.0,504.7,,,887.1
55,2013-09-24,,713.3,1637.3,1630.5,
27,1978-06-04,282.1,229.5,517.4,463.1,542.4
31,1989-07-27,511.0,354.9,911.6,,
42,2011-08-22,1092.1,,1381.3,1483.6,
52,1988-02-23,,327.4,,815.6,
47,2013-04-14,1034.0,663.1,,1417.2,
45,2012-04-03,1048.7,,1589.0,1408.9,1051.9
49,2004-07-26,994.0,,1212.9,,
27,1991-01-28,633.0,422.5,958.4,,776.6
52,1999-07-16,799.5,,,,934.0
21,1974-08-13,197.7,188.6,,,511.2
56,2009-10-21,,,1466.7,,969.1
21,1987-03-08,,350.4,818.9,689.6,
37,2006-07-13,,552.4,,,
52,2001-03-21,,,,,871.7
15,1973-10-27,,,,,431.1
66,1994-05-29,628.7,,,,811.1
59,1980-03-04,359.4,265.8,620.2,539.3,589.9
65,1995-03-17,726.4,,,,874.6
26,1996-12-07,,451.4,1071.5,,806.1
15,1971-01-07,119.6,173.3,324.2,,422.8
60,1991-08-31,557.0,,865.0,921.9,680.6
27,1973-11-04,197.5,,396.1,,
18,2015-06-27,,683.9,1675.8,1491.0,
53,2000-05-02,815.6,482.7,,1258.7,883.7
38,2009-01-08,1081.0,,,1314.9,
43,1972-11-03,181.7,,,,
22,1990-07-21,,377.7,,,
53,2006-08-27,994.0,,1259.4,1318.0,
41,1971-11-29,142.3,180.4,,283.6,449.3
30,2014-10-15,1181.2,,,1447.6,1071.6
33,2016-05-15,,694.0,1437.3,1601.5,
16,1997-10-08,750.1,522.2,,1054.1,
60,2002-06-03,899.7,514.0,,,
29,1986-01-01,,312.9,705.5,,
62,2014-10-21,,739.6,,,
63,1996-05-04,753.2,484.3,1015.4,,840.8
58,2019-09-27,,803.2,1726.1,1587.1,
20,1993-05-24,651.0,,,841.5,
57,1990-07-02,534.3,,942.9,,695.1
56,2011-06-10,974.9,632.9,1360.7,1641.6,
48,2012-10-15,,,,,1081.6
27,1994-05-28,,407.9,1016.8,877.7,
41,1977-09-25,272.4,,506.7,421.3,527.3
42,1970-08-20,,146.6,309.2,209.8,391.0
45,1989-09-16,,415.0,876.0,751.3,721.3
52,1999-07-06,723.8,475.7,,1131.9,795.4
55,1977-01-01,,,471.7,429.7,
50,1998-10-02,,524.7,,,
57,2006-04-11,,,,,972.5
19,2004-04-11,873.6,,1240.9,1376.5,
53,1990-09-25,,400.1,,787.5,730.5
29,2001-12-26,,565.7,1094.1,1176.3,
46,1992-07-09,,383.4,,,
52,2016-04-02,,643.4,,,
59,2006-01-19,,610.2,,1260.2,
56,1972-09-25,177.5,198.9,377.5,300.4,
62,1972-09-23,175.4,,,,457.6
37,1989-04-03,,,,831.8,730.1
66,1999-06-19,,,1024.7,,
23,1982-07-02,,,643.8,,565.2
22,2000-12-06,804.0,,1068.6,1128.1,918.0
47,1984-05-07,,,761.3,,
46,1984-12-03,,,,,606.4
24,1982-12-14,377.2,276.7,718.6,,565.7
35,1982-10-31,435.7,286.9,,612.4,
67,1983-04-13,432.3,304.9,,,
31,2008-02-09,,583.9,1403.4,,996.5
37,1994-07-14,,416.0,888.6,990.6,754.3
64,2020-12-19,1191.1,744.3,1695.7,1876.4,
51,2002-07-14,,,,,935.7
63,2004-07-26,,532.1,1292.8,,
54,2000-05-31,773.4,,1116.1,,
31,2018-12-05,1273.1,,1752.2,1643.6,1273.0
59,1989-03-23,,400.1,,,661.0
29,1995-12-31,,434.8,962.3,,
54,1997-11-05,,441.2,,,
31,1985-08-13,,,800.8,693.9,659.5
47,2008-05-14,,603.2,,1357.0,1092.4
65,2018-02-24,1203.6,,,,1045.4
45,1976-10-02,,251.1,,407.3,
37,1971-06-12,126.0,,363.4,,428.5
63,1982-05-21,408.5,272.7,695.7,633.7,561.4
45,1999-11-28,,,1177.1,,838.2
15,1978-09-29,,252.9,503.7,,520.5
49,2000-01-25,,,,,895.4
35,1988-05-20,501.9,373.3,745.1,700.2,722.5
36,1978-11-20,,,592.5,,
20,2010-04-22,980.2,,,1384.5,
55,2000-02-27,,462.1,,,
28,1976-01-07,219.6,,500.7,410.2,
54,2010-08-05,,660.1,1469.0,1502.9,
43,1996-03-02,,,,1087.0,
46,1987-12-10,493.6,,802.2,691.0,667.9
62,2017-12-19,1123.0,,,,
37,2005-10-01,,,,,964.7
28,2002-08-03,,,1109.1,1137.7,871.4
43,1982-11-15,,,690.2,591.4,
57,1990-03-19,,,,,742.3
15,1990-10-15,,,925.8,848.9,779.0
56,2010-11-01,1122.8,,1409.9,1486.7,
31,2013-11-24,1116.3,,1368.1,1542.1,999.7
46,2013-02-14,,,,1466.5,
51,1994-08-09,,396.9,,,810.0
52,2011-06-19,1109.4,583.9,,,
35,1985-05-13,,,,,620.5
53,1979-11-30,,,590.4,,
21,2015-07-16,1093.9,677.0,,,1087.8
51,1990-01-11,526.6,,,885.0,
28,2020-08-21,1399.1,,,1709.4,
59,2006-04-01,,584.1,,1239.3,1048.5
28,2013-05-30,1111.9,,1619.1,,1042.9
29,2014-11-04,,698.2,,1582.2,
50,2008-11-09,,,,,1083.6
19,1982-01-09,,268.1,,527.4,
21,1977-12-16,,228.9,526.9,,
41,2009-05-11,,,,,1023.0
38,2014-02-13,,,,,1066.5
61,2006-07-12,971.1,,,,1016.5
40,2005-03-15,,542.0,,,988.1
25,1984-02-22,,,,639.8,
29,1989-06-11,,,781.9,743.5,
23,1989-01-28,577.9,350.9,,,654.8
55,2009-11-29,1057.1,,,1530.1,1021.6
63,2012-07-28,1101.4,,1488.8,,994.9
64,1974-09-01,,208.3,,361.8,446.9
28,1979-02-25,,,,,502.3
44,2009-08-27,,,1375.3,,
19,1983-02-26,,,724.8,646.0,609.2
53,2013-01-02,,619.5,1520.9,1462.5,
62,1986-07-25,,,,,623.0
37,1997-01-26,748.5,446.4,1126.8,,
33,2016-07-10,1152.4,,1581.1,1543.7,
25,1985-02-19,438.7,,694.3,,617.0
33,2000-02-22,,499.7,1163.3,1042.0,
25,1985-04-27,,,,725.4,608.4
36,2006-02-08,915.7,,1169.5,1397.8,932.3
15,1999-02-18,757.8,,1187.4,,
37,1973-08-14,,202.6,431.8,,461.6
29,1993-08-21,,398.0,,888.9,706.6
44,1988-07-05,518.5,,,840.2,742.6
42,1983-02-21,384.5,332.0,,553.6,
63,2013-03-14,1144.0,,1480.6,1644.9,
29,1990-07-03,,,944.3,876.6,
46,2008-07-02,,,1455.4,1497.6,
35,1976-05-31,238.0,,486.5,,
52,1972-06-08,156.4,,,,477.1
34,1989-05-14,,387.4,,784.3,
60,1988-07-09,529.5,,865.6,827.3,640.8
17,1974-03-25,,,,,425.7
44,1992-11-02,626.0,456.4,958.7,944.6,
56,1998-01-01,753.1,465.6,1028.8,1106.5,915.3
18,2019-01-14,,,,1667.8,
42,2017-01-08,,,1574.3,,
44,2000-11-18,881.5,534.5,1180.8,1166.5,829.6
61,1977-07-26,268.8,,497.1,,546.3
34,2004-01-23,944.2,571.3,1150.2,,1022.7
18,1997-10-28,799.7,502.0,999.3,1107.2,861.8
56,1992-03-07,,415.5,890.8,,
39,1989-06-08,,,751.1,,636.8
48,2005-01-14,,,1267.8,1280.5,968.6
41,1983-05-03,434.3,,,616.4,569.2
50,1990-01-23,,421.3,922.9,769.4,
58,2003-11-23,983.8,519.3,,1202.2,962.7
35,2012-10-11,1020.2,,1355.9,1637.8,
63,1982-09-21,,291.3,,649.9,
29,1987-12-15,533.5,,,702.6,
55,1971-11-12,146.8,,,,
40,1977-06-23,,253.5,460.2,447.7,497.5
64,1974-03-19,,,389.1,361.0,
41,1970-08-25,,,344.1,218.5,397.0
60,1972-07-26,153.6,,396.2,253.5,462.8
19,1985-08-27,,,,655.6,
15,1986-09-01,,337.2,734.4,,
24,2003-07-17,816.4,,1181.5,,
66,1990-05-15,,382.1,,875.5,
38,1980-12-17,388.8,,,508.6,
36,2001-03-31,771.5,,,1115.3,
37,1981-07-07,405.5,278.1,,,601.5
41,2012-10-08,,681.2,,1676.9,
50,1981-07-24,,,,,562.3
51,1976-07-07,258.5,240.0,506.0,378.8,
17,2020-12-26,,711.2,,1962.3,
56,1991-11-07,665.9,,941.7,866.9,
21,1992-08-19,604.5,408.8,,842.1,
55,2008-05-27,,,,,978.4
41,2006-06-01,976.6,601.4,1198.1,,1058.5
21,2005-09-29,994.0,,1252.7,1400.9,974.1
60,1973-11-22,,186.6,,,
54,1975-10-29,,233.6,494.9,364.0,524.5
47,1991-07-11,585.9,,,,
19,2011-03-14,,596.3,,1412.5,
45,1997-04-14,,,989.5,,
49,1986-05-14,466.0,369.8,740.2,717.1,614.6
55,1990-03-24,,,895.2,809.4,653.4
52,1974-12-27,,221.7,412.8,335.0,465.6
45,1972-06-12,161.9,,392.7,,471.8
61,1986-12-28,515.0,,837.2,,
24,2008-02-13,1020.5,,,1373.4,
65,1984-12-20,,,,,576.5
53,2016-12-13,1239.3,634.1,,,1176.0
39,1996-04-14,,503.4,1069.2,1104.8,818.9
18,2017-02-17,1192.6,,1445.3,,
54,2015-09-28,1274.8,726.8,1604.7,1567.7,
36,1978-05-24,,,,466.3,
42,1989-03-25,521.3,,812.8,810.7,678.0
35,1990-09-15,,,828.6,927.1,
47,1992-08-26,653.5,383.6,,984.4,767.6
61,2017-01-16,,,,,1030.6
24,1992-10-18,673.7,410.7,873.7,888.4,765.0
42,1974-03-10,208.4,179.7,,,499.3
49,1997-04-21,711.3,,,,
62,1985-10-30,497.9,,,629.5,645.7
52,1994-06-01,,444.1,,,845.9
67,1982-01-26,368.0,,568.9,,
32,2001-08-18,909.7,,1076.8,,
65,1978-12-11,,,,,570.7
30,1984-03-08,476.6,313.0,720.7,,
60,1983-10-17,402.6,283.6,711.9,690.3,607.2
60,2015-04-14,1070.5,717.5,1638.4,,1166.6
35,2018-05-28,1341.6,,,1640.4,1229.1
27,1989-06-14,547.7,400.8,913.0,,704.7
22,2014-10-09,,664.9,1672.2,1678.6,
49,2020-10-06,1220.2,820.2,,1822.9,
55,2012-10-25,1006.0,589.1,,,
64,2009-06-08,975.0,,1386.4,1509.3,1002.7
49,1974-12-29,219.8,,414.6,328.4,524.8
63,2014-10-10,,,1467.3,,1104.6
14,1980-09-25,332.3,,587.3,,605.8
66,1977-02-23,244.1,,464.1,432.4,475.7
63,1981-07-18,352.2,259.0,,577.7,
24,1980-08-27,351.1,302.0,643.0,,
15,2011-01-26,1086.5,608.7,,,
15,1984-05-31,,338.7,761.6,,611.9
56,2015-06-19,1085.1,672.8,1613.8,1593.3,1149.1
64,2017-02-25,,732.8,1680.2,,1036.9
17,1994-04-08,663.8,,998.9,1010.0,
15,1970-12-09,117.8,148.4,,235.6,393.0
54,1980-12-23,385.8,268.5,590.1,,628.5
58,1987-09-23,,356.4,809.7,,
19,1980-04-24,343.7,282.7,,502.4,602.1
61,1996-05-03,,414.0,1086.8,935.1,
26,2001-07-19,840.6,569.7,1160.4,,923.7
47,2003-06-02,885.2,587.5,1316.1,,987.4
42,2013-04-27,,613.4,,1531.7,
48,1997-06-11,,,,,890.9
61,1998-10-01,754.7,488.3,1125.1,998.6,915.8
43,1986-03-23,436.8,326.1,686.8,,
45,2020-03-08,1355.9,687.3,,1865.2,
64,2009-08-25,1084.3,,,1452.7,942.6
26,2006-03-31,974.4,,,,
50,2003-09-18,885.7,,,1267.4,
43,1981-04-16,,,,,599.3
54,2004-12-02,,604.7,1146.0,1297.3,
35,1993-09-02,,,,892.6,795.7
61,1971-03-11,,179.2,299.4,,452.3
57,1972-05-04,,,,291.1,
31,1997-11-11,,470.9,1006.8,,772.5
